customer_id,churn_flag,predicted_churn_proba,predicted_ltv,segment_id,tenure_months,monthly_charge,ticket_count,unresolved_ticket_count,avg_feature_usage_score,contract,paymentmethod
8756-RDDLT,0,0.00018170670502769455,247359.85,2,68,44.95,3,1,0.6983333333333334,Month-to-month,Electronic check
2862-PFNIK,0,0.00790414583893564,3136.9,0,1,24.7,0,0,0.32,Month-to-month,Electronic check
5816-QVHRX,0,0.00014379018673786067,697586.5,3,37,100.3,2,0,0.5,Month-to-month,Credit card (automatic)
4430-YHXGG,0,0.0001519300605610007,167511.9,0,4,25.45,1,0,0.62,Month-to-month,Mailed check
6888-SBYAI,0,0.00015872554127140568,319410.0,3,1,50.7,1,0,0.71,Month-to-month,Mailed check
7395-XWZOY,0,0.00018170670502769455,302665.0,2,20,55.0,3,1,0.7200000000000001,Month-to-month,Credit card (automatic)
7169-YWAMK,0,0.00014379018673786067,475722.00000000006,3,72,68.4,2,0,0.5525,Two year,Bank transfer (automatic)
3640-PHQXK,1,0.999779557049278,89.9,0,31,89.9,4,0,0.698,Month-to-month,Electronic check
6877-LGWXO,1,0.9997842903719671,78.55,0,18,78.55,3,1,0.5863636363636364,Month-to-month,Electronic check
6859-RKMZJ,0,0.00014379018673786067,382872.75,3,11,55.05,1,0,0.665,Month-to-month,Bank transfer (automatic)
2729-VNVAP,0,0.00014379018673786067,137709.0,0,33,19.8,1,0,0.7233333333333333,Two year,Credit card (automatic)
2957-JIRMN,0,0.0023967671892978788,35215.65,3,62,84.45,3,1,0.6283333333333333,One year,Electronic check
2049-BAFNW,0,0.00028108268976403744,127732.2,0,1,35.9,1,0,0.45,Month-to-month,Mailed check
3842-QTGDL,0,0.00018170670502769455,444367.25,2,16,80.75,4,0,0.6691666666666668,Month-to-month,Bank transfer (automatic)
7163-OCEQI,0,0.0001576166053319554,499034.25000000006,1,22,78.65,4,2,0.666,One year,Mailed check
9782-LGXMC,0,0.00014379018673786067,429471.25,3,49,61.75,2,1,0.6880000000000001,Month-to-month,Bank transfer (automatic)
5975-BAICR,0,0.00014379018673786067,443033.5,2,36,63.7,1,0,0.6254545454545454,One year,Credit card (automatic)
8019-ENHXU,1,0.9994348862350328,99.45,3,42,99.45,4,0,0.5375000000000001,Month-to-month,Electronic check
5167-GBFRE,1,0.999779557049278,25.2,0,4,25.2,4,1,0.7533333333333334,Month-to-month,Bank transfer (automatic)
9033-EOXWV,1,0.9997842903719671,74.05,0,12,74.05,6,2,0.5675,One year,Mailed check
4673-KKSLS,0,0.00014379018673786067,609258.0,2,31,87.6,1,0,0.5087499999999999,Month-to-month,Electronic check
4853-OITSN,0,0.0001247263119041883,714804.7000000001,3,5,89.15,1,0,0.735,Month-to-month,Electronic check
9800-OUIGR,0,0.0007697461765053747,25980.0,0,66,20.0,1,0,0.725,Two year,Credit card (automatic)
1324-NLTJE,1,0.9977109456796623,55.0,0,15,55.0,1,0,0.5233333333333333,Month-to-month,Credit card (automatic)
2324-EFHVG,0,0.00018170670502769455,574513.2000000001,2,64,104.4,3,0,0.5425,Two year,Bank transfer (automatic)
7094-MSZAO,0,0.00018170670502769455,110335.15000000001,0,10,20.05,3,2,0.5080000000000001,Month-to-month,Credit card (automatic)
1522-VVDMG,1,0.9993679246464245,89.75,0,7,89.75,2,1,0.5025,Month-to-month,Electronic check
6907-CQGPN,0,0.0001576166053319554,217633.49999999997,0,29,34.3,4,0,0.6275,Month-to-month,Electronic check
0780-XNZFN,0,0.00014379018673786067,143620.75,2,57,20.65,2,0,0.6085714285714285,Two year,Bank transfer (automatic)
0239-OXEXL,0,0.000195159391055805,431697.0,0,46,84.25,1,0,0.7699999999999999,Month-to-month,Mailed check
2675-IJRGJ,0,0.00018170670502769455,108133.95,0,53,19.65,4,0,0.45875,Two year,Bank transfer (automatic)
7049-GKVZY,0,0.00014379018673786067,555356.75,3,17,79.85,1,0,0.591,One year,Credit card (automatic)
8577-QSOCG,0,0.00014379018673786067,140491.0,0,38,20.2,1,0,0.624,Two year,Mailed check
3721-CNZHX,0,0.00014379018673786067,137709.0,0,15,19.8,2,1,0.5236363636363636,One year,Mailed check
0212-ISBBF,0,0.00014379018673786067,350184.25,3,22,50.35,2,0,0.5866666666666667,Month-to-month,Electronic check
9185-TQCVP,1,0.9989650163613311,85.15,2,14,85.15,5,2,0.738,Month-to-month,Electronic check
3585-YNADK,0,0.000195159391055805,382250.39999999997,0,57,74.6,2,1,0.5966666666666667,One year,Bank transfer (automatic)
5271-DBYSJ,0,0.000195159391055805,405564.60000000003,0,11,79.15,2,1,0.3349999999999999,Month-to-month,Credit card (automatic)
1099-GODLO,0,0.008303343998824358,2442.0,0,1,20.35,2,1,0.37,Two year,Mailed check
6828-HMKWP,0,0.000195159391055805,107860.2,0,12,21.05,2,0,0.595,Two year,Bank transfer (automatic)
5567-WSELE,1,0.9997628302629658,94.6,0,3,94.6,5,1,0.6633333333333333,Month-to-month,Electronic check
1472-TNCWL,0,0.00014379018673786067,658638.5,3,36,94.7,1,0,0.6283333333333333,Month-to-month,Electronic check
8063-RJYNF,1,0.9997628302629658,94.25,0,16,94.25,4,0,0.6444444444444444,Month-to-month,Electronic check
0687-ZVTHB,1,0.9997132190168585,72.45,2,65,72.45,5,0,0.5650000000000001,One year,Credit card (automatic)
2080-GKCWQ,0,0.00014379018673786067,521277.25,2,2,74.95,0,0,0.54,Month-to-month,Electronic check
9661-ACXBS,1,0.9989329512057057,105.2,2,42,105.2,2,0,0.5599999999999999,Month-to-month,Electronic check
2193-SFWQW,0,0.00014379018673786067,778612.25,3,72,111.95,2,0,0.63,Two year,Bank transfer (automatic)
5656-JAMLX,0,0.00018170670502769455,109234.55,0,62,19.85,3,2,0.635,Two year,Bank transfer (automatic)
3462-BJQQA,0,0.00014379018673786067,624211.25,3,6,89.75,2,1,0.4633333333333333,Month-to-month,Electronic check
0442-TDYUO,0,0.00014379018673786067,139447.75,0,48,20.05,1,0,0.7109090909090909,Two year,Mailed check
6733-LRIZX,0,0.00014379018673786067,757747.25,2,35,108.95,2,0,0.6,Two year,Electronic check
9503-XJUME,0,0.0003066145612848911,64078.649999999994,0,52,19.65,2,0,0.7020000000000001,One year,Credit card (automatic)
4367-NHWMM,0,0.0006689521822045133,37225.5,0,1,24.9,4,1,0.35,Month-to-month,Mailed check
3727-RJMEO,1,0.999617757961459,82.85,2,6,82.85,4,0,0.6633333333333332,Month-to-month,Electronic check
3779-OSWCF,0,0.00014379018673786067,648206.0,2,71,93.2,1,0,0.4516666666666666,Two year,Credit card (automatic)
6736-DHUQI,0,0.00014379018673786067,589784.0,1,67,84.8,1,0,0.5208333333333334,One year,Bank transfer (automatic)
3915-ODIYG,0,0.0001247263119041883,575291.5,2,60,71.75,1,1,0.5958333333333333,One year,Electronic check
1360-RCYRT,0,0.00014379018673786067,211084.25,0,23,30.35,2,1,0.5171428571428571,Month-to-month,Bank transfer (automatic)
2724-FJDYW,0,0.000195159391055805,281051.4,0,39,54.85,2,0,0.6637500000000001,One year,Bank transfer (automatic)
4451-RWASJ,0,0.00014379018673786067,135622.5,0,15,19.5,2,1,0.6733333333333333,One year,Mailed check
6646-VRFOL,1,0.9997132190168585,103.85,2,53,103.85,5,3,0.5700000000000001,Month-to-month,Electronic check
3460-TJBWI,0,0.00014379018673786067,168311.0,0,24,24.2,1,0,0.7363636363636363,Two year,Mailed check
5917-HBSDW,0,0.00014379018673786067,134579.25,0,37,19.35,2,1,0.625,Month-to-month,Electronic check
5685-IIXLY,1,0.9981860117925405,83.6,0,5,83.6,2,1,0.8866666666666667,Month-to-month,Electronic check
5671-UUNXD,0,0.00014379018673786067,700020.75,3,50,100.65,2,1,0.7228571428571428,One year,Electronic check
0956-ACVZC,0,0.00018170670502769455,517832.3,1,54,94.1,3,1,0.6757142857142858,One year,Credit card (automatic)
2325-NBPZG,0,0.00018170670502769455,410248.64999999997,3,3,74.55,4,0,0.6866666666666666,Month-to-month,Electronic check
4250-ZBWLV,1,0.9994348862350328,108.45,3,68,108.45,5,3,0.6145454545454545,One year,Electronic check
4482-FTFFX,0,0.00022685966992171672,247509.19999999998,0,5,56.15,5,0,0.502,Month-to-month,Electronic check
8859-DZTGQ,0,0.00014379018673786067,141534.25,0,33,20.35,2,1,0.638,Two year,Mailed check
0440-MOGPM,0,0.00014379018673786067,560225.25,2,41,80.55,1,0,0.5780000000000001,One year,Electronic check
0020-JDNXP,0,0.0001247263119041883,491102.5,2,34,61.25,2,0,0.6433333333333333,One year,Mailed check
3752-CQSJI,0,0.00018170670502769455,112536.34999999999,0,13,20.45,3,0,0.6649999999999999,Month-to-month,Mailed check
5025-GOOKI,0,0.00014379018673786067,131449.5,2,20,18.9,2,1,0.6866666666666666,Month-to-month,Credit card (automatic)
4698-KVLLG,0,0.000195159391055805,100430.40000000001,0,51,19.6,2,0,0.7050000000000001,Two year,Credit card (automatic)
5095-AESKG,1,0.9989920877899204,91.5,0,3,91.5,1,0,0.7566666666666665,Month-to-month,Credit card (automatic)
2887-JPYLU,0,0.00014379018673786067,314366.0,2,41,45.2,2,0,0.5936363636363637,Month-to-month,Bank transfer (automatic)
4770-QAZXN,0,0.00014379018673786067,135274.75,0,13,19.45,2,0,0.5728571428571428,Month-to-month,Credit card (automatic)
4896-CPRPF,0,0.0009429088055771442,27002.45,0,35,25.45,1,0,0.6555555555555556,Two year,Bank transfer (automatic)
1871-MOWRM,1,0.9997842903719671,80.85,0,12,80.85,4,2,0.6125,Month-to-month,Bank transfer (automatic)
9714-EDSUC,0,0.0001247263119041883,760908.2000000001,1,4,94.9,2,1,0.5325,Month-to-month,Mailed check
2027-OAQQC,1,0.9993168015288556,49.05,0,43,49.05,4,1,0.6033333333333334,Month-to-month,Bank transfer (automatic)
0282-NVSJS,0,0.00014379018673786067,203781.5,0,12,29.3,1,1,0.4957142857142856,Month-to-month,Mailed check
9090-SGQXL,1,0.9997628302629658,105.3,2,68,105.3,5,1,0.6425,Month-to-month,Electronic check
6595-YGXIT,1,0.9989329512057057,88.95,2,25,88.95,2,0,0.535,Month-to-month,Electronic check
7353-YOWFP,0,0.00014379018673786067,140838.75,0,7,20.25,2,0,0.5775,One year,Mailed check
9835-ZIITK,1,0.9997132190168585,110.85,2,66,110.85,5,2,0.592,One year,Electronic check
8008-ESFLK,0,0.00014379018673786067,768527.5,3,53,110.5,1,0,0.6645454545454546,One year,Electronic check
7537-CBQUZ,0,0.00043544733197353866,251182.40000000002,1,63,109.4,7,3,0.5883333333333334,Month-to-month,Bank transfer (automatic)
1555-DJEQW,1,0.9997842903719671,114.2,0,70,114.2,4,1,0.4116666666666667,Two year,Bank transfer (automatic)
5649-TJHOV,1,0.9997842903719671,36.5,0,27,36.5,3,1,0.5866666666666668,Month-to-month,Bank transfer (automatic)
0519-XUZJU,1,0.9966660279796118,70.75,0,1,70.75,1,1,0.82,Month-to-month,Mailed check
3363-EWLGO,0,0.00014379018673786067,138752.25,0,5,19.95,2,2,0.6333333333333333,Month-to-month,Mailed check
4750-UKWJK,0,0.00014379018673786067,136318.0,0,37,19.6,2,0,0.5325000000000001,One year,Mailed check
6338-AVWCY,1,0.9997842903719671,40.15,0,3,40.15,3,1,0.5833333333333334,Month-to-month,Mailed check
1689-YQBYY,0,0.00014379018673786067,532753.0,3,12,76.6,2,1,0.5836363636363636,Month-to-month,Electronic check
4487-ZYJZK,0,0.00014379018673786067,136318.0,0,38,19.6,1,1,0.53,One year,Credit card (automatic)
2959-FENLU,0,0.000195159391055805,437077.2,0,9,85.3,1,1,0.57,Month-to-month,Credit card (automatic)
0708-LGSMF,0,0.00014379018673786067,457986.74999999994,3,13,65.85,1,0,0.605,Month-to-month,Electronic check
9253-QXKBE,1,0.9997842903719671,94.45,0,29,94.45,3,1,0.635,Month-to-month,Electronic check
7634-HLQJR,0,0.00018170670502769455,110335.15000000001,0,47,20.05,3,1,0.696,Two year,Credit card (automatic)
0487-RPVUM,0,0.00018170670502769455,546998.2000000001,3,61,99.4,4,1,0.5966666666666668,Month-to-month,Bank transfer (automatic)
4079-ULGFR,0,0.00014379018673786067,139100.0,0,16,20.0,1,1,0.7211111111111111,Month-to-month,Mailed check
2516-XSJKX,0,0.000195159391055805,401977.8,0,41,78.45,1,1,0.7216666666666667,Two year,Electronic check
0057-QBUQH,0,0.00014379018673786067,174570.5,0,43,25.1,2,0,0.674,Two year,Electronic check
9445-SZLCH,1,0.9997628302629658,97.35,0,36,97.35,3,1,0.6854545454545454,Month-to-month,Bank transfer (automatic)
6599-SFQVE,0,0.00018170670502769455,302665.0,2,6,55.0,3,0,0.556,Month-to-month,Electronic check
8331-ZXFOE,0,0.00014379018673786067,494500.49999999994,3,58,71.1,1,0,0.472,One year,Credit card (automatic)
4003-FUSHP,0,0.00018170670502769455,338709.64999999997,3,19,61.55,3,0,0.5433333333333334,Month-to-month,Credit card (automatic)
0356-ERHVT,0,0.00014379018673786067,319234.5,0,11,45.9,1,0,0.5222222222222223,Month-to-month,Bank transfer (automatic)
7325-ENZFI,0,0.00014379018673786067,280286.5,2,39,40.3,1,0,0.5975,One year,Bank transfer (automatic)
4884-ZTHVF,0,0.000195159391055805,446300.39999999997,0,8,87.1,1,0,0.48,Month-to-month,Electronic check
3920-HIHMQ,0,0.00018170670502769455,272398.5,3,26,49.5,3,0,0.4962499999999999,Month-to-month,Mailed check
3055-OYMSE,0,0.00018170670502769455,406121.39999999997,3,53,73.8,5,0,0.45625,Month-to-month,Credit card (automatic)
0613-WUXUM,0,0.0001247263119041883,153945.6,0,70,19.2,1,1,0.716,Two year,Mailed check
7568-PODML,1,0.9998651003915081,45.3,0,1,45.3,5,2,0.68,Month-to-month,Mailed check
4458-KVRBJ,0,0.000195159391055805,128100.0,0,59,25.0,2,0,0.6858333333333334,Two year,Mailed check
5349-IECLD,1,0.9997696975828716,94.95,3,2,94.95,3,1,0.83,Month-to-month,Electronic check
1397-XKKWR,0,0.00014379018673786067,245511.49999999997,0,7,35.3,2,1,0.5871428571428572,One year,Mailed check
3945-GFWQL,1,0.9987700346077552,44.55,2,12,44.55,2,2,0.5449999999999999,Month-to-month,Electronic check
8097-OMULG,0,0.00014379018673786067,533796.25,2,59,76.75,1,0,0.585,One year,Credit card (automatic)
6013-BHCAW,0,0.00018170670502769455,445743.0,3,61,81.0,3,0,0.55,Two year,Bank transfer (automatic)
0401-WDBXM,0,0.00014379018673786067,734100.25,3,72,105.55,1,0,0.5583333333333332,Two year,Bank transfer (automatic)
3387-PLKUI,0,0.00022685966992171672,82870.40000000001,0,13,18.8,3,1,0.7275,Month-to-month,Mailed check
6096-EGVTU,0,0.00022685966992171672,109759.2,0,64,24.9,3,1,0.6599999999999999,One year,Mailed check
3797-VTIDR,1,0.999548977168216,23.45,0,1,23.45,5,2,0.44,Month-to-month,Electronic check
5081-NWSUP,0,0.00018170670502769455,357144.7,3,10,64.9,3,0,0.64375,One year,Mailed check
2580-ATZSQ,0,0.000195159391055805,314357.4,0,65,61.35,2,1,0.5966666666666667,One year,Bank transfer (automatic)
8085-MSNLK,0,0.00014379018673786067,792522.25,1,62,113.95,1,0,0.6428571428571429,Two year,Mailed check
9691-HKOVS,0,0.00018170670502769455,496095.45,1,55,90.15,4,0,0.5844444444444444,One year,Electronic check
9881-VCZEP,0,0.00014379018673786067,376265.5,2,25,54.1,2,0,0.4875,Month-to-month,Electronic check
9526-BIHHD,1,0.9998208208276543,29.7,0,1,29.7,3,2,0.54,Month-to-month,Mailed check
8757-TFHHJ,0,0.00025440830300177246,195763.8,0,1,49.8,2,0,0.52,Month-to-month,Credit card (automatic)
4523-WXCEF,1,0.9997842903719671,101.1,2,59,101.1,8,3,0.6118181818181818,Month-to-month,Electronic check
1468-DEFNC,0,0.00014379018673786067,169702.0,0,64,24.4,1,0,0.5439999999999999,Two year,Bank transfer (automatic)
5119-KEPFY,0,0.00014379018673786067,660725.0,1,36,95.0,1,0,0.4016666666666666,Month-to-month,Bank transfer (automatic)
8364-TRMMK,1,0.9997628302629658,50.65,0,3,50.65,3,0,0.7266666666666667,Month-to-month,Mailed check
0916-KNFAJ,0,0.00014379018673786067,486154.50000000006,3,61,69.9,2,0,0.5822222222222222,Two year,Mailed check
8319-QBEHW,0,0.00014379018673786067,277852.25,2,26,39.95,1,0,0.60875,One year,Bank transfer (automatic)
3063-QFSZL,1,0.9773250892220041,55.4,0,1,55.4,1,0,0.71,Month-to-month,Electronic check
8775-LHDJH,1,0.9878915163661248,90.6,2,1,90.6,3,3,0.98,Month-to-month,Electronic check
9625-QNLUX,0,0.00038229596989058375,270102.0,2,68,103.25,7,1,0.594,Two year,Credit card (automatic)
3097-NQYSN,1,0.9992357379298337,86.85,0,2,86.85,3,1,0.425,Month-to-month,Mailed check
4024-CSNBY,0,0.000195159391055805,482937.0,2,72,94.25,2,1,0.6828571428571429,Two year,Bank transfer (automatic)
7110-BDTWG,0,0.00018170670502769455,258916.15,2,71,47.05,6,1,0.5744444444444444,Two year,Electronic check
7493-GVFIO,0,0.00014379018673786067,142925.25,0,57,20.55,2,0,0.6124999999999999,Two year,Credit card (automatic)
0690-SRQID,0,0.0003909517032954587,50264.7,0,4,19.65,1,1,0.625,Month-to-month,Mailed check
9605-WGJVW,0,0.0001519300605610007,462056.4,3,1,70.2,1,1,0.3,Month-to-month,Electronic check
9114-DPSIA,0,0.00014379018673786067,563355.0,2,72,81.0,1,0,0.6057142857142858,Two year,Credit card (automatic)
4700-UBQMV,0,0.00018170670502769455,417677.7,2,21,75.9,3,1,0.5588888888888889,One year,Bank transfer (automatic)
7711-GQBZC,0,0.00018170670502769455,135924.1,0,71,24.7,3,0,0.4828571428571428,Two year,Bank transfer (automatic)
3565-UNOCC,1,0.9975785196818225,99.05,3,29,99.05,2,1,0.47,Month-to-month,Bank transfer (automatic)
4627-MIHJH,0,0.00014379018673786067,766788.75,3,69,110.25,1,0,0.6544444444444445,Two year,Credit card (automatic)
9795-NREXC,0,0.0006470664061157607,131325.0,3,64,85.0,1,0,0.7200000000000001,Two year,Credit card (automatic)
8573-CGOCC,0,0.00018170670502769455,108684.25,0,16,19.75,3,2,0.625,Month-to-month,Credit card (automatic)
7356-AYNJP,0,0.00014379018673786067,166224.5,2,4,23.9,2,0,0.6966666666666667,One year,Electronic check
9249-FXSCK,1,0.9997628302629658,111.25,0,52,111.25,4,2,0.7016666666666667,One year,Credit card (automatic)
5493-SDRDQ,1,0.9997874662518792,55.1,0,2,55.1,6,2,0.45,Month-to-month,Mailed check
6286-SUUWT,0,0.0007672027702669559,25994.85,0,1,19.95,1,0,0.25,Month-to-month,Mailed check
4819-HJPIW,0,0.00014379018673786067,174918.25,0,18,25.15,2,1,0.53875,Month-to-month,Mailed check
8654-DHAOW,0,0.0030113100205264704,17977.8,2,2,54.15,2,0,0.545,Month-to-month,Mailed check
5438-QMDDL,0,0.00014379018673786067,415909.0,3,19,59.8,2,1,0.632,Month-to-month,Mailed check
9812-GHVRI,0,0.00018170670502769455,461426.55,2,40,83.85,5,1,0.7166666666666665,Month-to-month,Bank transfer (automatic)
5553-AOINX,0,0.0001247263119041883,841088.2000000001,3,66,104.9,1,0,0.8566666666666668,One year,Electronic check
1228-ZLNBX,0,0.00018170670502769455,414375.89999999997,2,21,75.3,3,1,0.7942857142857144,Month-to-month,Mailed check
4226-KKDON,0,0.0001576166053319554,422894.25000000006,2,8,66.65,3,1,0.5933333333333334,Month-to-month,Electronic check
3831-YCPUO,0,0.00014379018673786067,761572.5,3,72,109.5,1,0,0.6372727272727272,Two year,Credit card (automatic)
7445-WMRBW,0,0.00014379018673786067,513626.74999999994,3,48,73.85,1,0,0.745,One year,Bank transfer (automatic)
3308-DGHKL,0,0.00014379018673786067,134231.5,0,69,19.3,1,1,0.5414285714285715,Two year,Bank transfer (automatic)
9924-JPRMC,0,0.0009334411174881298,126592.2,1,72,118.2,2,1,0.5333333333333333,Two year,Electronic check
0080-EMYVY,0,0.00014379018673786067,357834.75,2,14,51.45,2,2,0.6675,One year,Credit card (automatic)
6218-KNUBD,0,0.00014379018673786067,413474.75,2,6,59.45,2,0,0.6516666666666667,Month-to-month,Electronic check
7337-CINUD,0,0.0016483189002750736,11836.5,0,8,19.5,2,0,0.7324999999999999,Two year,Bank transfer (automatic)
7609-NRNCA,0,0.00018170670502769455,107583.65000000001,0,17,19.55,3,0,0.57,One year,Mailed check
0623-EJQEG,0,0.00014379018673786067,650640.25,1,65,93.55,2,1,0.5900000000000001,One year,Electronic check
7153-CHRBV,0,0.00014379018673786067,412431.5,3,57,59.3,2,0,0.7,One year,Mailed check
0871-URUWO,1,0.9994368147063997,102.25,2,13,102.25,5,1,0.5863636363636364,Month-to-month,Credit card (automatic)
9190-MFJLN,1,0.9997132190168585,95.9,2,19,95.9,5,0,0.51625,Month-to-month,Credit card (automatic)
6198-PNNSZ,0,0.00014379018673786067,763659.0,3,56,109.8,2,1,0.51875,One year,Bank transfer (automatic)
3317-VLGQT,0,0.00014379018673786067,543185.5,3,14,78.1,2,0,0.6433333333333333,Month-to-month,Electronic check
4132-POCZS,0,0.00014379018673786067,277504.5,2,52,39.9,2,0,0.6445454545454545,Month-to-month,Electronic check
5614-DNZCE,0,0.00014379018673786067,451379.50000000006,3,58,64.9,2,0,0.5266666666666666,Two year,Credit card (automatic)
1095-JUDTC,1,0.9993808070090912,95.05,0,47,95.05,4,0,0.6566666666666667,Month-to-month,Electronic check
3896-RCYYE,0,0.00018170670502769455,293860.2,2,67,53.4,4,1,0.613,Month-to-month,Credit card (automatic)
9638-JIQYA,0,0.00013662595878844726,182243.09999999998,2,2,24.9,0,0,0.94,Month-to-month,Credit card (automatic)
3258-SANFR,0,0.00018170670502769455,245984.1,2,6,44.7,3,0,0.6316666666666667,Month-to-month,Credit card (automatic)
3726-TBHQT,0,0.00014379018673786067,792870.0,3,71,114.0,1,1,0.6159999999999999,Two year,Bank transfer (automatic)
3190-ITQXP,0,0.00014379018673786067,140838.75,0,46,20.25,2,0,0.7499999999999999,Two year,Bank transfer (automatic)
0870-VEMYL,1,0.9990323302365447,53.85,0,5,53.85,2,1,0.532,Month-to-month,Credit card (automatic)
4833-QTJNO,0,0.0011778064147723707,71188.65,2,67,83.85,1,0,0.6,Month-to-month,Bank transfer (automatic)
3039-MJSLN,0,0.00017021564798788994,118675.0,0,3,20.2,2,1,0.5433333333333333,Month-to-month,Bank transfer (automatic)
0178-CIIKR,0,0.0001226864281845139,162612.44999999998,0,3,19.95,1,0,0.9066666666666666,Month-to-month,Mailed check
5385-SUIRI,1,0.9997842903719671,104.2,2,52,104.2,3,1,0.595,Month-to-month,Electronic check
3982-XWFZQ,1,0.9997842903719671,50.25,0,42,50.25,4,1,0.59875,Month-to-month,Electronic check
5774-QPLTF,0,0.00014379018673786067,141534.25,0,50,20.35,1,1,0.508888888888889,One year,Mailed check
2322-VCZHZ,0,0.0001247263119041883,721620.0,3,23,90.0,1,0,0.605,Month-to-month,Electronic check
5010-IPEAQ,0,0.00014379018673786067,376961.0,2,67,54.2,2,0,0.625,Two year,Credit card (automatic)
4009-ALQFH,1,0.9997842903719671,99.5,2,25,99.5,6,2,0.5833333333333334,Month-to-month,Electronic check
6383-ZTSIW,0,0.00014379018673786067,689240.5,3,39,99.1,2,0,0.4671428571428571,One year,Mailed check
8990-YOZLV,0,0.000195159391055805,342795.60000000003,0,69,66.9,1,0,0.6514285714285715,Two year,Mailed check
3069-SSVSN,0,0.0033411757387989327,7729.150000000001,0,1,25.85,1,1,0.26,One year,Mailed check
5222-IMUKT,0,0.0001247263119041883,730038.9,1,32,91.05,2,1,0.67125,Month-to-month,Electronic check
3627-FCRDW,1,0.9997132190168585,71.0,2,9,71.0,4,1,0.5771428571428572,Month-to-month,Electronic check
7562-GSUHK,1,0.9989329512057057,93.2,2,16,93.2,2,1,0.535,Month-to-month,Credit card (automatic)
6685-XSHHU,0,0.00018170670502769455,115287.84999999999,0,60,20.95,3,0,0.520909090909091,Two year,Bank transfer (automatic)
8901-UPRHR,0,0.00014379018673786067,759486.0,3,72,109.2,1,1,0.5900000000000001,Two year,Bank transfer (automatic)
4903-UYAVB,1,0.998918397260209,19.35,0,5,19.35,3,1,0.6,Month-to-month,Mailed check
0118-JPNOY,0,0.00022685966992171672,378206.39999999997,0,26,85.8,4,2,0.675,Month-to-month,Credit card (automatic)
6776-TLWOI,1,0.9998080918826513,19.85,0,3,19.85,3,1,0.52,Month-to-month,Mailed check
3845-FXCYS,0,0.0002472269095536392,79484.25,0,2,19.65,2,1,0.4,Month-to-month,Electronic check
5857-XRECV,0,0.0003014275330226074,68019.0,0,2,20.5,2,1,0.55,One year,Bank transfer (automatic)
0725-CXOTM,0,0.00014379018673786067,623515.75,2,36,89.65,2,1,0.5981818181818181,One year,Credit card (automatic)
4343-EJVQB,0,0.000195159391055805,380969.39999999997,0,7,74.35,2,1,0.7433333333333333,Month-to-month,Mailed check
9000-PLFUZ,0,0.00014379018673786067,343924.75,2,60,49.45,2,1,0.606,Two year,Credit card (automatic)
3427-GGZZI,0,0.00014379018673786067,619690.5,3,19,89.1,2,1,0.6449999999999999,Month-to-month,Electronic check
7779-ORAEL,0,0.0007849364319601653,95741.1,3,45,75.15,2,0,0.4166666666666667,Two year,Credit card (automatic)
0644-OQMDK,0,0.000195159391055805,362010.60000000003,0,4,70.65,2,0,0.8233333333333333,Month-to-month,Electronic check
4077-CROMM,1,0.9997842903719671,104.2,0,31,104.2,9,2,0.469,Month-to-month,Electronic check
3154-CFSZG,0,0.00014379018673786067,626297.75,3,47,90.05,1,0,0.6233333333333333,Month-to-month,Electronic check
2868-MZAGQ,1,0.9975895144821406,79.25,2,1,79.25,2,1,0.23,Month-to-month,Electronic check
4847-QNOKA,1,0.9998472096515265,44.9,0,1,44.9,5,1,0.7,Month-to-month,Bank transfer (automatic)
2220-IAHLS,0,0.00018975083580490798,102237.99999999999,0,1,19.4,2,0,0.4,Month-to-month,Credit card (automatic)
1658-XUHBX,0,0.00014379018673786067,617256.25,3,59,88.75,2,1,0.595,Month-to-month,Credit card (automatic)
6379-RXJRQ,1,0.9997842903719671,70.1,0,10,70.1,7,2,0.5075000000000001,Month-to-month,Electronic check
2378-HTWFW,0,0.000195159391055805,466284.0,0,35,91.0,2,0,0.4599999999999999,Month-to-month,Credit card (automatic)
8650-RHRKE,1,0.9995551293483761,29.65,0,4,29.65,4,3,0.5325,Month-to-month,Electronic check
4377-VDHYI,0,0.005972958981947061,15163.6,2,32,90.8,3,0,0.4414285714285714,One year,Electronic check
0475-RIJEP,1,0.9997995039522727,77.85,0,43,77.85,5,1,0.446,Month-to-month,Electronic check
1260-TTRXI,1,0.9997132190168585,54.3,2,4,54.3,5,2,0.6,Month-to-month,Electronic check
3719-TDVQB,0,0.00018170670502769455,104281.84999999999,0,54,18.95,4,1,0.6045454545454546,Two year,Mailed check
6328-ZPBGN,1,0.9997842903719671,95.15,0,11,95.15,3,3,0.43,Month-to-month,Bank transfer (automatic)
0201-MIBOL,0,0.00014379018673786067,712192.0,2,66,102.4,1,0,0.47625,Two year,Bank transfer (automatic)
4937-QPZPO,0,0.00014379018673786067,694804.5,2,61,99.9,1,0,0.681111111111111,One year,Electronic check
2925-VDZHY,0,0.00022685966992171672,390989.60000000003,2,72,88.7,5,0,0.5472727272727272,Two year,Credit card (automatic)
6981-TDRFT,0,0.0003066145612848911,177072.3,0,44,54.3,1,1,0.6025,One year,Electronic check
3413-CSSTH,0,0.00014379018673786067,387393.5,2,41,55.7,2,1,0.5727272727272728,Month-to-month,Bank transfer (automatic)
8033-VCZGH,0,0.0001247263119041883,833471.1,3,50,103.95,1,0,0.5471428571428572,One year,Electronic check
4789-KWMXN,1,0.9997842903719671,110.85,2,47,110.85,6,0,0.5650000000000001,One year,Credit card (automatic)
